Humidity,Tepmrature,Label
51.09,28.66,1
51.12,28.67,1
51.15,28.65,1
51.15,28.63,1
51.15,28.63,1
51.15,28.63,1
51.15,28.65,1
51.22,28.65,1
51.25,28.65,1
51.28,28.65,1
51.28,28.65,1
51.28,28.65,1
51.22,28.65,1
51.25,28.63,1
51.28,28.65,1
51.28,28.68,1
51.25,28.68,1
51.22,28.7,1
51.15,28.72,1
51.15,28.73,1
51.09,28.73,1
51.09,28.75,1
50.99,28.79,1
50.9,28.81,1
50.83,28.84,1
50.77,28.85,1
50.74,28.86,1
50.67,28.87,1
50.64,28.89,1
50.58,28.91,1
50.55,28.94,1
50.51,28.94,1
50.48,28.97,1
50.45,28.95,1
50.42,28.97,1
50.35,28.99,1
50.32,29.01,1
50.29,29.03,1
50.29,29.04,1
50.26,29.03,1
50.23,29.04,1
50.23,29.05,1
50.19,29.05,1
50.19,29.05,1
50.16,29.08,1
50.13,29.09,1
50.1,29.09,1
50.1,29.09,1
50.13,29.09,1
50.16,29.1,1
50.13,29.08,1
50.16,29.1,1
50.16,29.09,1
50.19,29.08,1
50.19,29.08,1
50.13,29.06,1
50.06,29.07,1
50.06,29.04,1
50.16,29.07,1
50.16,29.07,1
50.19,29.08,1
50.26,29.09,1
50.26,29.08,1
50.26,29.07,1
50.26,29.07,1
50.23,29.07,1
50.26,29.08,1
50.23,29.07,1
50.29,29.07,1
50.35,29.07,1
50.39,29.06,1
50.42,29.05,1
50.45,29.03,1
50.45,29.02,1
50.48,29.03,1
50.51,29.02,1
50.51,29.03,1
50.51,29.03,1
50.51,29.01,1
50.51,29.02,1
50.48,29.02,1
50.45,29.03,1
50.45,29.05,1
50.42,29.06,1
50.42,29.09,1
50.39,29.11,1
50.35,29.1,1
50.32,29.1,1
50.29,29.1,1
50.32,29.1,1
50.39,29.11,1
50.45,29.1,1
50.45,29.09,1
50.48,29.08,1
50.55,29.06,1
50.61,29.03,1
50.64,29.02,1
50.64,28.99,1
50.67,29,1
50.71,28.98,1
50.74,28.96,1
50.77,28.97,1
50.8,28.96,1
50.83,28.98,1
50.74,28.98,1
50.64,28.98,1
50.64,28.98,1
50.67,28.97,1
50.67,28.95,1
50.77,28.95,1
50.83,28.94,1
50.83,28.94,1
50.87,28.91,1
50.9,28.88,1
50.9,28.88,1
50.87,28.91,1
50.8,28.92,1
50.83,28.93,1
50.8,28.92,1
50.83,28.91,1
50.9,28.91,1
50.96,28.91,1
51.03,28.91,1
51.09,28.89,1
51.12,28.89,1
51.15,28.88,1
51.15,28.88,1
51.19,28.89,1
51.15,28.87,1
51.12,28.89,1
51.09,28.9,1
51.09,28.89,1
51.09,28.89,1
51.15,28.87,1
51.15,28.87,1
51.19,28.86,1
51.22,28.85,1
51.22,28.86,1
51.19,28.85,1
51.22,28.86,1
51.22,28.86,1
51.25,28.86,1
51.25,28.85,1
51.22,28.86,1
51.15,28.86,1
51.15,28.89,1
51.09,28.88,1
51.06,28.89,1
51.06,28.89,1
51.03,28.91,1
50.99,28.93,1
50.96,28.94,1
50.96,28.94,1
50.99,28.97,1
50.99,28.99,1
50.96,28.99,1
50.96,29,1
50.93,29,1
50.93,29.01,1
50.96,29,1
50.96,29,1
50.93,28.97,1
50.96,28.97,1
50.96,28.96,1
51.03,28.93,1
51.03,28.93,1
51.06,28.92,1
51.06,28.92,1
51.06,28.91,1
51.06,28.91,1
51.09,28.91,1
51.09,28.9,1
50.99,28.92,1
50.99,28.91,1
51.03,28.9,1
50.99,28.89,1
50.96,28.9,1
51.03,28.89,1
51.12,28.88,1
51.22,28.87,1
51.35,28.85,1
51.51,28.83,1
51.6,28.8,1
51.67,28.81,1
51.67,28.81,1
51.7,28.79,1
51.73,28.79,1
51.86,28.79,1
51.89,28.79,1
51.89,28.79,1
51.92,28.75,1
51.95,28.74,1
51.98,28.75,1
52.02,28.72,1
52.05,28.73,1
52.05,28.72,1
52.08,28.68,1
52.14,28.67,1
52.18,28.68,1
52.18,28.68,1
52.18,28.68,1
52.11,28.69,1
52.11,28.69,1
52.14,28.69,1
52.24,28.65,1
52.24,28.66,1
52.3,28.66,1
52.3,28.65,1
52.3,28.65,1
52.3,28.65,1
52.33,28.66,1
52.37,28.64,1
52.43,28.63,1
52.49,28.63,1
52.49,28.61,1
52.52,28.59,1
52.52,28.6,1
52.56,28.57,1
52.59,28.54,1
52.62,28.53,1
52.62,28.52,1
52.68,28.53,1
52.71,28.52,1
52.75,28.52,1
52.75,28.53,1
52.75,28.54,1
52.78,28.53,1
52.75,28.55,1
52.75,28.53,1
52.68,28.54,1
52.68,28.55,1
52.68,28.54,1
52.65,28.54,1
52.68,28.55,1
52.75,28.54,1
52.78,28.52,1
52.81,28.53,1
52.81,28.51,1
52.78,28.51,1
52.84,28.5,1
52.87,28.49,1
52.91,28.49,1
52.94,28.49,1
52.94,28.5,1
52.94,28.49,1
52.94,28.5,1
52.97,28.48,1
53.06,28.45,1
53.16,28.44,1
53.16,28.45,1
53.13,28.45,1
53.13,28.43,1
53.19,28.41,1
53.22,28.41,1
53.25,28.4,1
53.25,28.39,1
53.25,28.41,1
53.28,28.41,1
53.25,28.42,1
53.22,28.41,1
53.25,28.4,1
53.25,28.41,1
53.22,28.41,1
53.25,28.4,1
53.25,28.42,1
53.25,28.41,1
53.32,28.41,1
53.32,28.41,1
53.38,28.4,1
53.38,28.41,1
53.41,28.41,1
53.51,28.41,1
53.6,28.41,1
53.63,28.4,1
53.7,28.39,1
53.7,28.39,1
53.7,28.36,1
53.76,28.35,1
53.85,28.34,1
53.98,28.33,1
53.92,28.35,1
53.82,28.36,1
53.79,28.37,1
53.76,28.39,1
53.76,28.37,1
53.76,28.36,1
53.76,28.36,1
53.76,28.36,1
53.7,28.38,1
53.73,28.38,1
53.73,28.36,1
53.73,28.39,1
53.73,28.38,1
53.73,28.37,1
53.73,28.37,1
53.7,28.39,1
53.7,28.39,1
53.73,28.36,1
53.79,28.35,1
53.82,28.36,1
53.85,28.35,1
53.88,28.33,1
53.95,28.32,1
53.95,28.32,1
53.92,28.31,1
53.85,28.31,1
53.88,28.33,1
53.82,28.32,1
53.82,28.35,1
53.82,28.34,1
53.88,28.35,1
53.92,28.35,1
53.92,28.36,1
54.04,28.35,1
54.07,28.35,1
54.14,28.34,1
54.2,28.31,1
54.23,28.3,1
54.23,28.31,1
54.26,28.29,1
54.32,28.28,1
54.36,28.25,1
54.39,28.27,1
54.42,28.26,1
54.48,28.25,1
54.54,28.21,1
54.61,28.21,1
54.61,28.22,1
54.61,28.22,1
54.58,28.22,1
54.58,28.23,1
54.61,28.21,1
54.64,28.19,1
54.7,28.18,1
54.73,28.19,1
54.76,28.19,1
54.73,28.19,1
54.7,28.19,1
54.7,28.21,1
54.73,28.22,1
54.73,28.19,1
54.73,28.19,1
54.73,28.21,1
54.7,28.22,1
54.7,28.23,1
54.7,28.23,1
54.73,28.23,1
54.76,28.24,1
54.76,28.23,1
54.86,28.21,1
54.92,28.21,1
54.95,28.21,1
54.92,28.21,1
54.89,28.2,1
54.89,28.2,1
54.92,28.21,1
54.89,28.21,1
54.89,28.21,1
54.92,28.2,1
54.92,28.19,1
54.92,28.21,1
54.92,28.21,1
54.89,28.2,1
54.89,28.2,1
54.89,28.21,1
54.89,28.21,1
54.92,28.22,1
54.89,28.21,1
54.95,28.22,1
55.14,28.21,1
55.26,28.21,1
55.33,28.21,1
55.36,28.2,1
55.36,28.2,1
55.33,28.21,1
55.26,28.2,1
55.23,28.19,1
55.23,28.2,1
55.17,28.22,1
55.14,28.21,1
55.11,28.22,1
55.11,28.22,1
55.14,28.22,1
55.14,28.21,1
55.14,28.22,1
55.14,28.23,1
55.14,28.23,1
55.14,28.22,1
55.2,28.2,1
55.23,28.21,1
55.23,28.19,1
55.23,28.18,1
55.33,28.17,1
55.36,28.18,1
55.36,28.18,1
55.33,28.2,1
55.3,28.2,1
55.3,28.2,1
55.26,28.2,1
55.3,28.18,1
55.3,28.2,1
55.26,28.2,1
55.23,28.2,1
55.2,28.21,1
55.2,28.21,1
55.26,28.19,1
55.3,28.2,1
55.3,28.2,1
55.26,28.2,1
55.3,28.18,1
55.3,28.2,1
55.26,28.2,1
55.23,28.2,1
55.2,28.21,1
55.2,28.21,1
55.26,28.19,1
55.3,28.2,1
55.3,28.2,1
55.3,28.21,1
55.3,28.2,1
55.36,28.2,1
55.39,28.19,1
55.51,28.2,1
55.58,28.18,1
55.58,28.18,1
55.58,28.19,1
55.61,28.17,1
55.64,28.15,1
55.7,28.17,1
55.7,28.17,1
55.67,28.16,1
55.7,28.16,1
55.7,28.17,1
55.7,28.16,1
55.7,28.15,1
55.73,28.16,1
55.76,28.15,1
55.76,28.16,1
55.76,28.16,1
55.76,28.16,1
55.83,28.17,1
55.86,28.16,1
55.92,28.15,1
55.92,28.14,1
55.95,28.14,1
56.04,28.13,1
56.08,28.13,1
56.08,28.13,1
56.14,28.12,1
56.26,28.11,1
56.35,28.11,1
56.32,28.12,1
56.39,28.14,1
56.42,28.13,1
56.39,28.14,1
56.39,28.12,1
56.39,28.14,1
56.39,28.14,1
56.42,28.13,1
56.57,28.13,1
56.73,28.13,1
56.82,28.15,1
57.01,28.15,1
57.16,28.15,1
57.19,28.16,1
57.19,28.17,1
57.19,28.15,1
57.19,28.15,1
57.01,28.15,1
56.76,28.15,1
56.88,28.15,1
56.88,28.15,1
56.97,28.14,1
57.07,28.13,1
57.13,28.11,1
57.25,28.1,1
57.16,28.09,1
57.04,28.08,1
56.94,28.09,1
56.82,28.09,1
56.82,28.09,1
56.79,28.08,1
56.79,28.11,1
56.76,28.1,1
56.73,28.13,1
56.73,28.14,1
56.79,28.14,1
56.88,28.14,1
56.88,28.14,1
56.88,28.15,1
57.01,28.15,1
57.07,28.14,1
57.13,28.14,1
57.1,28.14,1
57.07,28.13,1
57.07,28.13,1
57.1,28.12,1
57.13,28.13,1
57.19,28.12,1
57.22,28.12,1
57.25,28.13,1
57.22,28.14,1
57.25,28.17,1
57.28,28.17,1
57.38,28.17,1
57.38,28.17,1
57.41,28.18,1
57.35,28.19,1
57.31,28.19,1
57.28,28.18,1
57.35,28.17,1
57.35,28.18,1
57.35,28.19,1
57.25,28.17,1
57.25,28.17,1
57.28,28.16,1
57.28,28.14,1
57.31,28.16,1
57.28,28.16,1
57.25,28.17,1
57.31,28.18,1
57.25,28.19,1
57.19,28.21,1
57.41,28.19,1
57.68,28.19,1
57.93,28.2,1
58.02,28.2,1
58.12,28.19,1
58.21,28.19,1
58.18,28.19,1
58.12,28.2,1
58.12,28.19,1
58.18,28.19,1
58.15,28.16,1
58.05,28.17,1
58.02,28.16,1
57.93,28.18,1
57.9,28.18,1
57.93,28.18,1
57.99,28.19,1
58.21,28.17,1
58.39,28.15,1
58.61,28.13,1
58.79,28.12,1
58.85,28.11,1
58.82,28.1,1
58.79,28.11,1
58.82,28.12,1
58.88,28.11,1
58.91,28.11,1
58.94,28.13,1
58.94,28.13,1
58.94,28.12,1
58.85,28.12,1
58.82,28.13,1
58.79,28.14,1
58.73,28.16,1
58.7,28.17,1
58.7,28.16,1
58.7,28.17,1
58.76,28.17,1
58.79,28.15,1
58.82,28.12,1
58.82,28.12,1
58.88,28.12,1
58.85,28.14,1
58.97,28.13,1
59.1,28.13,1
59.1,28.13,1
59.04,28.13,1
59.1,28.11,1
59.16,28.1,1
59.19,28.1,1
59.22,28.13,1
59.22,28.12,1
59.25,28.11,1
59.19,28.13,1
59.22,28.13,1
59.31,28.11,1
59.34,28.11,1
59.46,28.13,1
59.46,28.14,1
59.46,28.14,1
59.43,28.15,1
59.4,28.13,1
59.37,28.12,1
59.4,28.11,1
59.46,28.1,1
59.49,28.08,1
59.49,28.09,1
59.49,28.11,1
59.49,28.12,1
59.43,28.12,1
59.43,28.13,1
59.46,28.13,1
59.4,28.13,1
59.4,28.13,1
59.43,28.14,1
59.46,28.13,1
59.49,28.15,1
59.55,28.16,1
59.55,28.17,1
59.49,28.16,1
59.52,28.14,1
59.58,28.11,1
59.65,28.09,1
59.71,28.07,1
59.74,28.08,1
59.74,28.09,1
59.74,28.1,1
59.71,28.11,1
59.68,28.12,1
59.65,28.12,1
59.58,28.14,1
59.61,28.13,1
59.58,28.14,1
59.52,28.15,1
59.49,28.15,1
59.49,28.14,1
59.49,28.16,1
59.46,28.16,1
59.4,28.15,1
59.37,28.14,1
59.43,28.13,1
59.49,28.13,1
59.52,28.15,1
59.49,28.15,1
59.46,28.15,1
59.4,28.15,1
59.43,28.16,1
59.4,28.15,1
59.43,28.14,1
59.52,28.13,1
59.61,28.13,1
59.77,28.13,1
59.86,28.15,1
59.83,28.16,1
59.98,28.5,1
59.89,28.5,1
59.89,28.47,1
59.86,28.47,1
59.83,28.47,1
59.95,28.44,1
60.01,28.43,1
60.1,28.42,1
60.13,28.4,1
60.13,28.4,1
60.1,28.41,1
60.1,28.39,1
60.13,28.4,1
60.1,28.41,1
59.98,28.41,1
59.98,28.45,1
59.92,28.45,1
59.86,28.46,1
59.77,28.47,1
59.77,28.47,1
59.74,28.47,1
59.77,28.47,1
59.65,28.47,1
59.34,28.47,1
59.1,28.47,1
59.37,28.46,1
59.61,28.49,1
59.68,28.5,1
59.68,28.52,1
59.31,28.5,1
59,28.5,1
58.79,28.49,1
58.73,28.48,1
58.82,28.48,1
59.16,28.48,1
59.52,28.5,1
59.68,28.52,1
59.74,28.51,1
59.77,28.5,1
59.8,28.48,1
59.74,28.48,1
59.77,28.47,1
59.74,28.47,1
59.74,28.47,1
59.83,28.49,1
59.89,28.51,1
59.89,28.51,1
59.95,28.5,1
59.98,28.5,1
59.98,28.5,1
59.95,28.51,1
59.77,28.52,1
59.77,28.51,1
59.8,28.53,1
59.77,28.54,1
59.83,28.55,1
59.86,28.54,1
59.86,28.54,1
59.92,28.51,1
59.92,28.51,1
60.01,28.51,1
59.98,28.51,1
60.01,28.51,1
60.04,28.5,1
60.07,28.51,1
60.07,28.5,1
60.13,28.49,1
60.16,28.47,1
60.07,28.47,1
59.83,28.47,1
59.83,28.45,1
59.65,28.45,1
59.83,28.46,1
59.98,28.47,1
60.13,28.48,1
60.19,28.48,1
60.16,28.5,1
60.07,28.49,1
60.16,28.5,1
60.22,28.5,1
60.25,28.5,1
60.22,28.52,1
60.1,28.51,1
59.98,28.54,1
59.68,28.52,1
59.92,28.52,1
60.07,28.53,1
60.04,28.52,1
60.07,28.53,1
60.07,28.53,1
60.1,28.53,1
60.16,28.53,1
60.19,28.52,1
60.13,28.53,1
60.04,28.52,1
60.07,28.52,1
60.13,28.51,1
60.16,28.49,1
60.19,28.48,1
60.16,28.45,1
60.31,28.42,1
60.4,28.43,1
60.5,28.39,1
60.5,28.39,1
60.59,28.39,1
60.56,28.38,1
60.59,28.36,1
60.65,28.37,1
60.44,28.36,1
60.31,28.37,1
60.22,28.37,1
60.22,28.36,1
60.4,28.37,1
60.56,28.39,1
60.68,28.4,1
60.74,28.38,1
60.77,28.37,1
60.8,28.37,1
60.74,28.38,1
60.8,28.37,1
60.71,28.38,1
60.53,28.39,1
60.65,28.39,1
60.68,28.4,1
60.68,28.38,1
60.71,28.36,1
60.77,28.34,1
60.89,28.31,1
60.95,28.28,1
61.01,28.28,1
61.01,28.29,1
61.01,28.29,1
60.95,28.29,1
61.01,28.31,1
61.01,28.32,1
61.01,28.33,1
60.95,28.36,1
60.86,28.39,1
60.8,28.4,1
60.68,28.4,1
60.65,28.41,1
60.71,28.42,1
60.74,28.41,1
60.8,28.38,1
60.86,28.36,1
60.92,28.36,1
60.95,28.34,1
60.95,28.33,1
61.01,28.34,1
61.04,28.35,1
61.01,28.37,1
60.98,28.37,1
60.95,28.38,1
60.89,28.4,1
60.86,28.41,1
60.8,28.4,1
60.8,28.37,1
60.92,28.33,1
60.95,28.33,1
60.98,28.33,1
60.95,28.35,1
60.71,28.35,1
60.68,28.35,1
60.77,28.34,1
60.83,28.36,1
60.89,28.37,1
60.83,28.38,1
60.86,28.37,1
60.98,28.37,1
61.04,28.34,1
61.04,28.34,1
60.98,28.34,1
61.04,28.36,1
61.01,28.38,1
60.95,28.39,1
60.89,28.39,1
60.8,28.4,1
60.8,28.38,1
60.74,28.4,1
60.71,28.41,1
60.65,28.4,1
60.71,28.39,1
60.65,28.39,1
60.77,28.39,1
60.8,28.4,1
60.86,28.41,1
60.86,28.42,1
60.86,28.4,1
60.89,28.39,1
60.98,28.37,1
60.98,28.38,1
60.98,28.38,1
60.98,28.39,1
61.01,28.41,1
61.01,28.4,1
60.98,28.41,1
60.92,28.41,1
60.95,28.38,1
61.01,28.38,1
61.1,28.38,1
61.04,28.37,1
61.04,28.37,1
61.01,28.35,1
60.83,28.36,1
60.74,28.34,1
60.71,28.32,1
60.89,28.29,1
60.86,28.3,1
61.04,28.28,1
61.1,28.29,1
61.01,28.27,1
61.04,28.27,1
60.95,28.27,1
60.89,28.25,1
61.16,28.23,1
61.34,28.23,1
61.49,28.21,1
61.43,28.21,1
61.43,28.2,1
61.52,28.2,1
61.55,28.2,1
61.64,28.2,1
61.67,28.2,1
61.7,28.2,1
61.76,28.21,1
61.76,28.21,1
61.76,28.2,1
61.76,28.21,1
61.73,28.21,1
61.7,28.23,1
61.64,28.23,1
61.67,28.23,1
61.73,28.22,1
61.73,28.23,1
61.73,28.23,1
61.7,28.23,1
61.67,28.24,1
61.64,28.24,1
61.58,28.26,1
61.67,28.24,1
61.73,28.22,1
61.73,28.22,1
61.7,28.21,1
61.67,28.23,1
61.58,28.21,1
61.52,28.21,1
61.61,28.2,1
61.7,28.2,1
61.67,28.21,1
61.7,28.2,1
61.73,28.21,1
61.76,28.21,1
61.73,28.21,1
61.7,28.21,1
61.7,28.2,1
61.76,28.2,1
61.76,28.19,1
61.79,28.2,1
61.79,28.19,1
61.76,28.18,1
61.79,28.19,1
61.79,28.19,1
61.82,28.18,1
61.85,28.18,1
61.85,28.18,1
61.88,28.17,1
61.88,28.17,1
61.94,28.17,1
61.94,28.15,1
61.94,28.17,1
61.94,28.16,1
61.94,28.15,1
61.94,28.13,1
61.97,28.13,1
62.03,28.11,1
62.03,28.11,1
62.06,28.1,1
62.06,28.1,1
62.06,28.1,1
62.06,28.1,1
62.12,28.09,1
62.15,28.1,1
62.12,28.11,1
62.12,28.12,1
62.06,28.14,1
62.06,28.15,1
62.06,28.17,1
62.03,28.16,1
62.06,28.17,1
62.03,28.17,1
62.03,28.16,1
62.09,28.15,1
62.09,28.14,1
62.09,28.15,1
62.09,28.14,1
62.06,28.16,1
62.03,28.16,1
62.03,28.17,1
62,28.18,1
62,28.17,1
62,28.15,1
62,28.15,1
62.03,28.15,1
62,28.15,1
62.03,28.14,1
62.03,28.15,1
62.06,28.16,1
62.03,28.15,1
62.09,28.13,1
62.15,28.11,1
62.18,28.11,1
62.21,28.11,1
62.24,28.12,1
62.27,28.12,1
62.27,28.11,1
62.3,28.11,1
62.33,28.12,1
62.33,28.11,1
62.3,28.13,1
62.3,28.12,1
62.3,28.11,1
62.33,28.11,1
62.33,28.13,1
62.3,28.12,1
62.27,28.13,1
62.27,28.13,1
62.24,28.13,1
62.27,28.13,1
62.24,28.13,1
62.18,28.16,1
62.12,28.14,1
62.09,28.15,1
62.03,28.17,1
62,28.18,1
62.06,28.17,1
62.15,28.17,1
62.12,28.18,1
62.21,28.17,1
62.24,28.16,1
62.27,28.16,1
62.27,28.16,1
62.27,28.17,1
62.27,28.16,1
62.21,28.18,1
62.27,28.15,1
62.33,28.14,1
62.42,28.13,1
62.54,28.11,1
62.57,28.1,1
62.57,28.1,1
62.57,28.11,1
62.54,28.1,1
62.54,28.1,1
62.54,28.1,1
62.48,28.11,1
62.45,28.11,1
62.39,28.11,1
62.45,28.11,1
62.48,28.1,1
62.45,28.09,1
62.45,28.09,1
62.48,28.09,1
62.45,28.08,1
62.42,28.09,1
62.42,28.1,1
62.39,28.1,1
62.39,28.11,1
62.36,28.12,1
62.33,28.1,1
62.33,28.12,1
62.36,28.11,1
62.36,28.11,1
62.36,28.1,1
62.36,28.09,1
62.42,28.09,1
62.39,28.08,1
62.42,28.05,1
62.48,28.05,1
62.48,28.08,1
62.48,28.07,1
62.45,28.09,1
62.45,28.08,1
62.48,28.08,1
62.45,28.08,1
62.39,28.1,1
62.33,28.09,1
62.3,28.1,1
62.3,28.11,1
62.33,28.09,1
62.36,28.1,1
62.39,28.08,1
62.36,28.08,1
62.33,28.1,1
62.3,28.11,1
62.3,28.1,1
62.27,28.09,1
62.33,28.09,1
62.45,28.09,1
62.57,28.07,1
62.39,28.06,1
60.77,28.04,0
67.69,33.65,0
61.4,48.24,0
58.64,46.28,0
60.37,42.23,0
62.69,39.32,0
66.27,36.53,0
70.25,34,0
75.77,32.6,0
79.46,31.43,0
82.79,30.61,0
85.32,29.89,0
87.25,29.65,0
88.85,29.52,0
89.46,29.05,0
90.46,28.6,0
91.32,28.29,0
92.13,27.93,0
92.32,27.64,0
92.04,27.33,0
91.9,27.14,0
91.9,26.99,0
92.28,26.97,0
92.56,27.01,0
92.49,26.99,0
92.8,27.07,0
92.58,27.09,0
92.13,27.09,0
91.56,27.05,0
91.18,27.05,0
90.77,27.06,0
89.93,27.06,0
88.9,27.07,0
88.39,27.11,0
86.63,27.16,0
83.94,27.21,0
81.98,27.27,0
78.63,27.32,0
75.22,27.36,0
72.95,27.39,0
71.18,27.42,0
70.33,27.44,0
69.9,27.48,0
69.62,27.5,0
69.39,27.54,0
70.39,27.57,0
70.1,27.56,0
69.33,27.6,0
69.33,27.61,0
68.82,27.63,0
70.02,27.65,0
68.9,27.67,0
68.01,27.68,0
67.2,27.67,0
66.88,27.68,0
66.62,27.69,0
66.44,27.68,0
66.24,27.69,0
66.03,27.68,1
66.03,27.7,1
65.95,27.73,1
66.09,27.71,1
66.41,27.73,1
66.12,27.74,1
65.89,27.73,1
65.77,27.74,1
66,27.73,1
65.83,27.75,1
65.68,27.75,1
65.68,27.75,1
65.68,27.75,1
65.65,27.76,1
65.98,27.79,1
66.62,27.81,1
66.47,27.82,1
66.09,27.83,1
65.54,27.83,1
65.24,27.83,1
65.3,27.83,1
65.18,27.84,1
65.07,27.84,1
65.07,27.85,1
65.36,27.86,1
65.74,27.88,1
65.39,27.87,1
65.04,27.87,1
65.3,27.88,1
65.48,27.89,1
66.3,27.91,1
65.98,27.91,1
65.77,27.91,1
65.36,27.93,1
64.95,27.93,1
64.68,27.91,1
64.56,27.91,1
64.48,27.91,1
64.48,27.92,1
64.48,27.92,1
64.42,27.92,1
64.33,27.91,1
64.33,27.91,1
64.3,27.9,1
64.56,27.9,1
64.92,27.91,1
64.74,27.91,1
64.89,27.93,1
65.27,27.93,1
65.71,27.95,1
65.92,27.96,1
65.45,27.96,1
65.33,27.97,1
64.89,27.96,1
64.95,27.96,1
65.01,27.97,1
64.8,27.95,1
64.74,27.95,1
64.59,27.93,1
64.59,27.91,1
64.36,27.91,1
64.3,27.9,1
64.36,27.89,1
64.36,27.88,1
64.39,27.88,1
64.39,27.87,1
64.62,27.89,1
64.65,27.88,1
64.62,27.88,1
64.45,27.88,1
64.39,27.89,1
64.65,27.91,1
64.62,27.9,1
64.53,27.91,1
64.8,27.92,1
64.77,27.93,1
64.56,27.9,1
64.48,27.86,1
64.45,27.86,1
64.48,27.86,1
64.53,27.87,1
64.56,27.87,1
64.68,27.89,1
64.74,27.89,1
64.83,27.88,1
64.8,27.88,1
64.65,27.87,1
64.68,27.89,1
64.56,27.89,1
64.65,27.89,1
64.62,27.9,1
64.51,27.88,1
64.45,27.86,1
64.48,27.85,1
64.51,27.83,1
64.51,27.82,1
64.53,27.83,1
64.56,27.82,1
64.51,27.84,1
64.42,27.83,1
64.45,27.83,1
64.42,27.83,1
64.42,27.81,1
64.45,27.81,1
64.56,27.81,1
64.71,27.81,1
64.65,27.82,1
64.51,27.81,1
64.56,27.81,1
64.68,27.82,1
64.95,27.81,1
64.74,27.81,1
64.68,27.83,1
64.62,27.84,1
64.65,27.83,1
64.65,27.83,1
64.62,27.82,1
64.65,27.81,1
64.68,27.81,1
64.68,27.81,1
64.65,27.8,1
64.65,27.81,1
64.77,27.81,1
64.71,27.8,1
64.65,27.8,1
64.62,27.79,1
64.68,27.77,1
64.8,27.76,1
64.8,27.77,1
64.83,27.77,1
64.83,27.79,1
64.71,27.77,1
64.74,27.77,1
64.77,27.76,1
64.92,27.77,1
64.95,27.77,1
65.04,27.76,1
65.01,27.76,1
64.92,27.75,1
64.92,27.75,1
64.89,27.74,1
64.89,27.75,1
64.86,27.76,1
64.95,27.76,1
65.04,27.76,1
65.12,27.76,1
65.18,27.75,1
65.15,27.75,1
65.21,27.75,1
65.12,27.74,1
65.1,27.75,1
65.12,27.74,1
65.1,27.74,1
65.15,27.75,1
65.36,27.76,1
65.3,27.76,1
65.18,27.75,1
65.18,27.76,1
65.24,27.75,1
65.3,27.75,1
65.33,27.77,1
65.27,27.76,1
65.18,27.76,1
65.12,27.75,1
65.1,27.74,1
65.07,27.72,1
65.1,27.71,1
65.18,27.71,1
65.24,27.7,1
65.27,27.69,1
65.33,27.7,1
65.24,27.71,1
65.3,27.73,1
65.45,27.72,1
65.36,27.73,1
65.27,27.72,1
65.24,27.7,1
65.24,27.71,1
65.21,27.7,1
65.18,27.7,1
65.12,27.69,1
65.1,27.69,1
65.1,27.7,1
65.07,27.69,1
65.12,27.69,1
65.18,27.7,1
65.18,27.69,1
65.18,27.68,1
65.15,27.69,1
65.21,27.69,1
65.21,27.7,1
65.24,27.7,1
65.21,27.71,1
65.21,27.7,1
65.24,27.73,1
65.24,27.73,1
65.21,27.73,1
65.18,27.72,1
65.24,27.73,1
65.3,27.74,1
65.27,27.73,1
65.27,27.73,1
65.3,27.75,1
65.21,27.74,1
65.18,27.74,1
65.18,27.72,1
65.18,27.7,1
65.3,27.69,1
65.42,27.69,1
65.45,27.72,1
65.48,27.71,1
65.48,27.72,1
65.48,27.72,1
65.48,27.73,1
65.45,27.74,1
65.48,27.74,1
65.54,27.73,1
65.59,27.75,1
65.51,27.74,1
65.48,27.76,1
65.48,27.75,1
65.51,27.77,1
65.54,27.76,1
65.45,27.76,1
65.3,27.75,1
65.27,27.73,1
65.27,27.73,1
65.27,27.71,1
65.27,27.72,1
65.3,27.72,1
65.36,27.72,1
65.48,27.71,1
65.51,27.71,1
65.54,27.7,1
65.51,27.69,1
65.45,27.67,1
65.51,27.66,1
65.54,27.66,1
65.54,27.66,1
65.57,27.67,1
65.57,27.69,1
65.54,27.69,1
65.48,27.69,1
65.48,27.69,1
65.59,27.71,1
65.57,27.7,1
65.48,27.7,1
65.51,27.7,1
65.48,27.68,1
65.48,27.7,1
65.27,27.71,1
65.24,27.68,1
65.33,27.71,1
65.42,27.73,1
65.36,27.75,1
65.36,27.75,1
65.36,27.74,1
65.21,27.73,1
65.36,27.73,1
65.36,27.74,1
64.92,27.74,1
65.12,27.75,1
65.71,27.73,1
65.77,27.73,1
65.77,27.74,1
65.74,27.75,1
65.71,27.75,1
65.68,27.77,1
65.65,27.77,1
65.65,27.78,1
65.65,27.75,1
65.62,27.75,1
65.62,27.73,1
65.59,27.74,1
65.59,27.72,1
65.54,27.73,1
65.51,27.74,1
65.54,27.75,1
65.54,27.73,1
65.54,27.73,1
65.48,27.73,1
65.33,27.73,1
65.33,27.72,1
65.48,27.7,1
65.18,27.73,1
65.51,27.72,1
65.62,27.71,1
65.86,27.71,1
66,27.69,1
66.09,27.69,1
66.12,27.71,1
66.06,27.75,1
65.98,27.77,1
65.86,27.8,1
65.77,27.79,1
65.59,27.77,1
65.68,27.77,1
65.83,27.75,1
65.77,27.75,1
65.8,27.76,1
65.89,27.74,1
65.89,27.75,1
65.95,27.76,1
65.92,27.77,1
65.89,27.76,1
65.8,27.77,1
